family_id,comm,satis
1,7.349427941800721,9.231482037324025
2,5.633525679213828,7.999849599426222
3,6.903143055355843,9.695062474431891
4,4.802448882341501,6.513968925902911
5,5.681058926888317,7.602076756373551
8,7.597061500011823,8.673034711600524
9,6.303354626677995,7.844944539917313
10,5.202247321585389,7.2877170084527005
11,5.74794334323766,8.288582323518561
12,4.548195196625409,7.042290988777727
13,7.084262181977973,9.486995620700794
14,7.091851828929984,8.837786714320597
15,6.598941805424775,8.90178743641954
16,5.839793174542001,7.874576177538753
17,6.100692287406403,7.433547152964144
18,5.7794749702974375,7.771026642050144
20,8.38140243419282,10.234693142265213
21,5.5257183848383535,7.225594540576406
22,5.312740480114986,8.005808522155126
23,8.250190739354785,9.622322169153335
24,7.046852313856208,8.450637536821642
26,5.104010315215768,6.403227973340801
27,5.683788714287784,8.810669277432462
28,5.248241927655597,7.43412888166951
29,6.53226508341471,8.06701491272518
30,6.78049935860834,9.368428536636468
31,5.783888538014984,7.6279621928995525
32,4.630423504191105,7.029319746090938
33,4.1130845988148685,6.344953068596514
34,4.596699890084398,6.519553052595842
35,6.059175285761085,7.940781395222817
36,5.625819333796901,7.961797751404304
37,4.073220393165613,5.0104707619054
39,7.6640912923038,9.011034963719508
40,7.68120168918356,9.267816361171539
41,5.857873658334881,8.228560642141389
42,7.123423264657397,8.897949416953407
43,5.812736823760914,8.095052296550099
44,4.2529440770020654,6.4328098361208275
45,4.30270268780501,5.2906055409687704
47,5.184202555032307,6.665750777804882
48,3.6263468693318033,5.467985916417702
49,5.314886864833509,7.843166628962656
50,4.846974946606425,6.320384076317813
51,6.2766964074983935,8.003137175809387
52,6.602438642910302,7.974221198308205
53,6.716022967164612,8.511769607749972
54,5.459854226753883,7.4346064436671675
55,5.160410101372806,8.22776928220632
56,6.464863016628392,8.170639448362838
57,7.829693414062931,9.572953522707074
58,6.668537910469302,9.20212728775711
59,6.735358224821571,8.911566372267034
60,6.202944157077869,7.986439242165953
61,4.687746528568647,5.211161927194285
62,5.037943445520319,7.361715939659651
64,5.712718169473686,7.010095108816391
65,8.589282510045287,10.323666792523582
66,6.296538815591973,7.912599704729859
67,7.062070239120885,9.271322396358729
68,5.086374959977597,7.472156484034985
69,5.13903331555499,6.351190956276872
70,6.628224549768941,8.5019406426497
71,7.774372637856366,10.013199478228376
72,7.012788286597342,7.6740853588428966
74,4.724244986019702,6.071474035481684
75,5.865682077610961,7.671547453378832
76,7.2308306094202095,9.066886926668756
77,6.227985821078712,7.53855599555363
78,7.493873038544506,9.674571780418653
79,7.4940353965879325,10.187398325248498
80,6.672637705392738,9.433892593986663
81,7.49374253574606,9.46787108030185
82,4.9720144274098566,6.085259419906934
84,5.714125281752942,7.709898078589224
85,6.8782299317121165,8.535859859655798
86,6.863799833891149,8.07451777603496
87,5.645057934197483,8.03721139823538
88,5.2513374297723745,7.1369066028454995
89,6.211706056864605,8.333290169424957
90,6.401859924304274,7.9762917793501265
91,6.070639157083132,8.129038257763316
92,5.955315619499039,7.59857195226394
93,5.745787537005068,7.613169252708246
94,4.228893660415355,6.131319865490335
95,4.651207486042622,7.550149723228809
96,5.368746336059351,7.294390282944891
97,6.4537611633820555,8.05952697398307
98,6.728115691052102,8.033207697290852
99,5.377909251670038,7.7567954983067775
100,5.748387016009856,7.697560765294191
102,4.477031644007033,5.7797592609106925
103,5.061922662209048,6.831223120620413
104,5.3610630093955445,7.121865506614452
105,4.709961920113126,6.641581721754998
106,5.876598408398605,8.496263976613337
107,6.147189524832077,7.679117037740829
109,5.744716903664738,7.194436643865913
110,5.598899173314159,6.937479721777245
111,6.7852710473887505,8.681348899093578
112,7.725832009876966,9.98949407786572
113,7.271803398727024,9.160682443954178
114,6.556232300902694,8.353101850955134
115,5.613459426566791,7.11884495232658
116,4.666766656648733,5.460892262587963
117,6.265881332390061,8.886416119661142
118,6.529194892986091,7.990687594255462
119,4.211163879957966,6.95161603899836
120,6.051294585595472,7.9525791858963615
121,6.401772622696327,7.6132630038438105
124,4.18324089073904,6.140693734101177
126,6.315858994225076,8.434583674402415
127,7.388968659146483,9.625574730744756
128,4.641739092323298,7.351907700126828
129,5.30700026590171,6.6456670196403405
130,5.105399934407345,6.459367626988028
133,5.761164083508344,7.939824943694447
134,7.239077634168291,8.507272006961944
135,7.632078989112318,9.585829630826336
136,8.07131437221675,9.845292647642543
137,4.581962692097301,6.343433949760298
138,5.613528022674571,7.289391977095313
139,5.298348463887868,6.971544597521301
140,5.643167803157845,8.80028375267328
141,6.065534644994755,7.867879778707175
142,5.96412138141619,7.591479652121207
143,6.056060103117743,7.4237701856547265
145,6.134732715407486,7.743134022243336
146,5.284529117743048,7.260287797124911
147,7.064200267363141,8.78053333680385
148,7.382325909930452,9.537163110356973
150,6.6164982781425365,8.307486080592836
151,5.601498691520593,7.3441952637260774
152,5.922004437869077,7.844792732120116
153,8.641227289163387,9.99667405889264
154,4.805956779676211,6.931596175700475
155,6.043207248912065,8.323232477341184
156,7.363224124135362,9.530913186329961
157,5.31744227220358,7.4029832347503355
158,7.291258098731285,9.670806856456991
159,7.7199407343789925,9.011741162419368
160,6.937528377141053,9.24271485641336
161,3.9548059699986426,6.487678158659772
162,6.259448533816861,8.301605407990298
163,7.159130256658048,9.432109981015323
164,4.809633372141521,7.446422666304363
165,6.28360124563377,8.220227659358438
166,7.721658504166878,10.081401434102247
167,5.620687222221134,8.46552368436183
168,2.9554440993966287,4.268186614750468
169,4.962262792660626,7.199454348505602
170,5.615394624022262,7.579215362635256
171,8.798537609545868,10.535745571144583
172,4.489856384578179,6.7289558196352885
173,5.6466712956962555,7.583048635249467
