family_id,comm,satis
1,6.9419685573790915,8.824022652902393
2,5.802339704588215,8.168663624800608
3,5.692081572755935,8.484000991831984
4,3.7914294962644512,5.5029495398258605
5,5.210089851429364,7.131107680914598
6,2.2574062332965186,4.139098656363073
7,6.465652514531672,9.432237598208008
8,6.466936928378793,7.5429101399674945
9,5.214978206303483,6.756568119542801
10,3.913563698479357,5.999033385346669
11,5.0422091677808,7.5828481480617
12,3.397257893146315,5.891353685298633
13,6.924961490099017,9.327694928821838
14,5.929432664256159,7.67536754964677
15,5.786635672274492,8.089481303269256
16,4.471855412735641,6.506638415732393
17,5.279806221482103,6.612661087039844
18,4.442962665737758,6.434514337490464
19,5.368298621720857,7.223423877062322
20,7.80394537508645,9.657236083158843
21,4.176220732362951,5.876096888101004
22,3.69094580070382,6.3840138427439594
23,7.370902080597562,8.743033510396112
24,5.953317043139117,7.357102266104552
25,4.441988518294885,6.800717251336657
26,3.8962291385833407,5.195446796708374
27,4.932111711280881,8.058992274425558
28,4.825928310795561,7.011815264809474
29,5.331788366455965,6.866538195766434
30,7.085199882039776,9.673129060067904
31,4.40631989147957,6.250393546364139
32,3.6772266278428716,6.076122869742703
33,2.7283835438477047,4.960252013629349
34,3.424742194186563,5.347595356698006
35,4.7365702459035885,6.61817635536532
36,4.740071094405456,7.076049512012859
37,2.242677635231909,3.1799280039716957
38,3.0014521735688118,5.068013839596269
39,6.837362177520144,8.184305848935853
40,7.104528906359801,8.691143578347779
41,4.97555287560638,7.346239859412888
42,6.173437982815885,7.947964135111896
43,4.879222554224274,7.161538027013459
44,3.2759264901158596,5.455792249234622
45,2.895309569175998,3.883212422339758
46,4.422991681479184,6.131825477916847
47,4.142287423832156,5.62383564660473
48,2.4793370060560425,4.3209760531419406
49,4.93004993188991,7.458329696019057
50,3.6240209808549704,5.097430110566359
51,5.2237101693940895,6.950150937705083
52,5.563933295891854,6.935715851289757
53,6.436514173255211,8.23226081384057
54,3.8842124106108855,5.85896462752417
55,4.492795648971715,7.560154829805231
56,6.510539635663511,8.216316067397955
57,6.931137016826087,8.674397125470229
58,6.445207471835548,8.978796849123356
59,5.792557089229313,7.968765236674776
60,4.8190520605581355,6.602547145646219
61,3.1847068247869403,3.7081222234125777
62,3.417415431310319,5.741187925449651
63,3.5682472705975172,4.652135797376363
64,4.883056434973907,6.180433374316612
65,8.106541470514168,9.840925752992463
66,5.452120933656605,7.068181822794491
67,6.778464216166974,8.987716373404817
68,4.443879088122271,6.829660612179659
69,4.521733556905943,5.733891197627825
70,5.35680384934343,7.230519942224189
71,7.810578140182743,10.049404980554755
72,6.76061666875258,7.421913740998135
73,4.694533116530905,6.471414617468942
74,2.9470418761055166,4.294270925567498
75,4.951757970787723,6.757623346555594
76,6.112534309134851,7.948590626383398
77,5.437818628782577,6.7483888032574955
78,6.776810746284582,8.957509488158728
79,7.14246088919505,9.835823817855616
80,5.572128399014052,8.333383287607976
81,6.472254449944813,8.446382994500603
82,4.3763035087417315,5.489548501238809
83,7.961248941765437,9.490443451090838
84,4.871053683417634,6.866826480253916
85,5.789188185775393,7.446818113719073
86,5.856573556129904,7.067291498273713
87,4.608330212788223,7.00048367682612
88,4.14091797065325,6.026487143726375
89,6.146072864239487,8.26765697679984
90,4.992777079964485,6.5672089350103375
91,4.5370345681699,6.595433668850083
92,4.726715696918578,6.369972029683479
93,4.821274314898894,6.688656030602072
94,2.957371523954574,4.859797729029554
95,3.3963230658783545,6.295265303064541
96,4.60612976230675,6.53177370919229
97,5.997960273994405,7.60372608459542
98,6.096177029954754,7.401269036193505
99,4.357243786978854,6.736130033615593
100,5.2415604395599695,7.190734188844305
101,4.91759222925985,6.592509381003785
102,2.8147255860815266,4.117453202985186
103,4.334445656712676,6.103746115124041
104,3.713290384915987,5.474092882134895
105,3.609835906383045,5.541455708024917
106,4.662823544885941,7.282489113100672
107,4.873648955146299,6.405576468055051
108,6.696941696232479,8.175374727779577
109,4.683829420807304,6.133549161008479
